fuel_purchased,code,price,rate
102371.8400710321,GAY,1546.838503473295,0.01511
133127.14574419172,NNG,20568.144017477618,0.1545
251709.73620497982,AEH,383.60563797638923,0.001524
316527.4397231731,DUB,316527.4397231731,1.0
